s.entity_en,type(r),t.entity_en
Systolic blood pressure,TEST_ITEMS_DISEASE,obesity
Systolic blood pressure,TEST_ITEMS_DISEASE,Type 2 diabetic nephropathy
Heart rate,TEST_ITEMS_DISEASE,obesity
Blood triglycerides,TEST_ITEMS_DISEASE,obesity
Abnormal metabolism of micronutrients,PATHOGENESIS_DISEASE,obesity
Vitamin D and folic acid deficiency,REASON_DISEASE,obesity
Receive food support and education,TREATMENT_DISEASE,diabetes
Receive food support and education,TREATMENT_DISEASE,obesity
High protein diet,TREATMENT_DISEASE,diabetes
High protein diet,TREATMENT_DISEASE,Cardiovascular disease
High protein diet,TREATMENT_DISEASE,obesity
High protein diet,TREATMENT_DISEASE,Metabolic syndrome
Very low energy diet,TREATMENT_DISEASE,obesity
Normal protein diet,TREATMENT_DISEASE,obesity
High-protein diet,TREATMENT_DISEASE,Chronic kidney disease
Increase aerobic exercise (such as brisk walking),TREATMENT_DISEASE,obesity
Physical activity (200-300 minutes per week),TREATMENT_DISEASE,obesity
Resistance training,TREATMENT_DISEASE,obesity
Dietary intervention,TREATMENT_DISEASE,overweight
Dietary intervention,TREATMENT_DISEASE,PCOS
Fasting insulin,TEST_ITEMS_DISEASE,overweight
Fasting insulin,TEST_ITEMS_DISEASE,PCOS
Combining diet with exercise,TREATMENT_DISEASE,overweight
Cognitive-behavioral and psychological interventions,TREATMENT_DISEASE,obesity
Cognitive-behavioral and psychological interventions,TREATMENT_DISEASE,overweight
Physical activity,TREATMENT_DISEASE,obesity
Behavioral interventions,TREATMENT_DISEASE,obesity
Behavioral interventions,TREATMENT_DISEASE,PCOS
Psychological support,TREATMENT_DISEASE,obesity
"Physical activity (eg, 200 to 300 minutes per week)",TREATMENT_DISEASE,obesity
Food intake,TREATMENT_DISEASE,obesity
Regular breakfast,TREATMENT_DISEASE,obesity
Regular breakfast,TREATMENT_DISEASE,overweight
Glycemic index,TEST_ITEMS_DISEASE,obesity
Folic acid,TEST_ITEMS_DISEASE,obesity
Zn,TEST_ITEMS_DISEASE,obesity
Se,TEST_ITEMS_DISEASE,obesity
Fe,TEST_ITEMS_DISEASE,obesity
Serum Cu,TEST_ITEMS_DISEASE,obesity
Vitamin D,TEST_ITEMS_DISEASE,obesity
Sex hormone-binding globulin,TEST_ITEMS_DISEASE,PCOS
Total Testosterone,TEST_ITEMS_DISEASE,PCOS
Serum testosterone,TEST_ITEMS_DISEASE,PCOS
Testosterone,TEST_ITEMS_DISEASE,PCOS
Energy-limited meal replacement,TREATMENT_DISEASE,PCOS
Diet combined with exercise therapy,TREATMENT_DISEASE,PCOS
Dietary management,TREATMENT_DISEASE,Metabolic complications
Alternate-day fasting intervention,TREATMENT_DISEASE,obesity
Two-day fasting,TREATMENT_DISEASE,obesity
Intermittent fasting,TREATMENT_DISEASE,Type 2 diabetes
Lifestyle behavior intervention,TREATMENT_DISEASE,obesity
Lifestyle behavior intervention,TREATMENT_DISEASE,Metabolic syndrome
Diet,TREATMENT_DISEASE,obesity
Behavioral changes,TREATMENT_DISEASE,obesity
Low fat,TREATMENT_DISEASE,obesity
High-fiber diet,TREATMENT_DISEASE,obesity
Avoid prolonged sitting,TREATMENT_DISEASE,obesity
Fasting serum uric acid level,TEST_ITEMS_DISEASE,HUA
Blood uric acid level,TEST_ITEMS_DISEASE,Stroke
Blood uric acid level,TEST_ITEMS_DISEASE,Neurological disorders
Blood uric acid level,TEST_ITEMS_DISEASE,hypertension
Blood uric acid level,TEST_ITEMS_DISEASE,Ischemic stroke
Blood uric acid level,TEST_ITEMS_DISEASE,Chronic heart failure
Blood uric acid level,TEST_ITEMS_DISEASE,HUA
Blood uric acid level,TEST_ITEMS_DISEASE,gout
Blood uric acid level,TEST_ITEMS_DISEASE,Alzheimer's disease
Blood uric acid level,TEST_ITEMS_DISEASE,Parkinson's disease
Blood uric acid level,TEST_ITEMS_DISEASE,Asymptomatic cerebral infarction
Blood uric acid level,TEST_ITEMS_DISEASE,Acute ischemic stroke
Blood uric acid level,TEST_ITEMS_DISEASE,Neurodegenerative diseases
Blood uric acid level,TEST_ITEMS_DISEASE,Mild cognitive impairment
Excessive production and/or decreased excretion of uric acid,REASON_DISEASE,HUA
Cell-crystal interactions,REASON_DISEASE,Acute and chronic inflammatory injury
Promote the generation of oxygen free radicals,PATHOGENESIS_DISEASE,Atherosclerosis
Damage to endothelial cells,PATHOGENESIS_DISEASE,Atherosclerosis
Upregulates endothelin and downregulates nitric oxide synthase expression,PATHOGENESIS_DISEASE,Atherosclerosis
Causes vasomotor dysfunction,PATHOGENESIS_DISEASE,Atherosclerosis
Urate crystal deposition,SYMPTOM_DISEASE,HUA
"Redness, swelling, heat, and pain in single joints such as the first metatarsal toe, ankle, and knee",SYMPTOM_DISEASE,HUA
Upper limb joints,ANATOMY_DISEASE,gout
Asymptomatic HUA,CLASS_DISEASE,gout
Acute attack of gouty arthritis,CLASS_DISEASE,gout
Gouty arthritis interval,CLASS_DISEASE,gout
Chronic gouty arthritis,CLASS_DISEASE,gout
First metatarsal toe,ANATOMY_DISEASE,HUA
ankle,ANATOMY_DISEASE,HUA
ankle,ANATOMY_DISEASE,Gouty arthritis
knee,ANATOMY_DISEASE,HUA
knee,ANATOMY_DISEASE,Gouty arthritis
Single joint,ANATOMY_DISEASE,HUA
First metatarsophalangeal joint,ANATOMY_DISEASE,Gouty arthritis
First metatarsal toe,ANATOMY_DISEASE,Tophi
Auricle,ANATOMY_DISEASE,Tophi
Forearm extension,ANATOMY_DISEASE,Tophi
Knuckles,ANATOMY_DISEASE,Tophi
Elbow,ANATOMY_DISEASE,Tophi
Rupture,SYMPTOM_DISEASE,Tophi
Fistula,SYMPTOM_DISEASE,Tophi
White tofu-like discharge,SYMPTOM_DISEASE,Tophi
Point-like strong echoes and strong echo groups in joints with acoustic shadows,SYMPTOM_DISEASE,Tophi
Soft tissue swelling,SYMPTOM_DISEASE,Early acute arthritis
Destruction of articular cartilage,SYMPTOM_DISEASE,Early acute arthritis
Irregular joint surface,SYMPTOM_DISEASE,Early acute arthritis
Joint space narrowing,SYMPTOM_DISEASE,Early acute arthritis
The bone is a punched-hole defect with sharp edges.,SYMPTOM_DISEASE,Tophi Deposition
The defect is semicircular or continuous arc,SYMPTOM_DISEASE,Tophi Deposition
Osteoarthritis may occur at the edge of the bone,SYMPTOM_DISEASE,Tophi Deposition
Articular cartilage margin,ANATOMY_DISEASE,Early acute arthritis
Articular surface,ANATOMY_DISEASE,Early acute arthritis
"Eat fruits with less fructose, such as cherries, strawberries, pineapples, watermelons, peaches, etc.",TREATMENT_DISEASE,HUA
Alcohol intake,REASON_DISEASE,gout
Limit alcohol intake,TREATMENT_DISEASE,HUA
"No yellow wine, beer or liquor",TREATMENT_DISEASE,HUA
Weight control within normal range (BMI 18.5-23.9 kg/m2),TREATMENT_DISEASE,HUA
Keep exercising,TREATMENT_DISEASE,HUA
Vigorous exercise,REASON_DISEASE,gout
Sudden cold,REASON_DISEASE,gout
Smoking,REASON_DISEASE,HUA
Smoking,REASON_DISEASE,gout
Passive smoking,REASON_DISEASE,HUA
Passive smoking,REASON_DISEASE,gout
Avoid passive smoking,TREATMENT_DISEASE,HUA
Avoid passive smoking,TREATMENT_DISEASE,gout
The blood uric acid level fluctuates too much in a short period of time,REASON_DISEASE,gout
50–100 mg/day,AMOUNT_DRUG,Allopurinol
50–100 mg,AMOUNT_DRUG,Allopurinol
600 mg/day,AMOUNT_DRUG,Allopurinol
Allergic reaction to fur,ADE_DRUG,Allopurinol
Liver and kidney damage,ADE_DRUG,Allopurinol
Fatal exfoliative dermatitis,ADE_DRUG,Allopurinol
Hypersensitivity syndrome,ADE_DRUG,Allopurinol
G1~3,CLASS_DISEASE,Mild to moderate renal insufficiency
G4~5,CLASS_DISEASE,Chronic renal failure
G4~5,CLASS_DISEASE,Severe renal insufficiency
25–50 mg/day,AMOUNT_DRUG,Benzbromarone
75 mg/day,AMOUNT_DRUG,Benzbromarone
100 mg/day,AMOUNT_DRUG,Benzbromarone
Rasburicase,DRUG_DISEASE,Acute HUA
Prekashi,DRUG_DISEASE,Refractory gout
Prekashi,DRUG_DISEASE,Refractory gout in adults
Chemoradiation,REASON_DISEASE,HUA
Serious cardiovascular events,ADE_DRUG,Prekashi
Infusion reactions,ADE_DRUG,Prekashi
Immunogenic response,ADE_DRUG,Prekashi
High urine pH,REASON_DISEASE,Stone formation
hypertension,ADE_DRUG,Glucocorticoids
2.5～5.0g／d,AMOUNT_DRUG,Potassium Sodium Hydrogen Citrate
Intra-articular injection,METHOD_DRUG,Glucocorticoids
Intra-articular injection,METHOD_DRUG,Short-acting glucocorticoids
Verapamil,DRUG_DISEASE,hypertension
Verapamil,DRUG_DISEASE,Proteinuria
Verapamil,DRUG_DISEASE,Type 2 DM
Peptic ulcer,ADE_DRUG,Nonselective COX inhibitors
Gastrointestinal perforation,ADE_DRUG,Nonselective COX inhibitors
Upper gastrointestinal bleeding,ADE_DRUG,Nonselective COX inhibitors
G4-5,CLASS_DISEASE,Renal insufficiency
G4-5,CLASS_DISEASE,Chronic kidney disease
0.5mg·kg-1.d-1,AMOUNT_DRUG,Prednisone
5-10 days,DURATION_DRUG,Prednisone
0.5mg·kg-1d-1,AMOUNT_DRUG,Prednisone
2 to 5 days,DURATION_DRUG,Prednisone
7-10 days,DURATION_DRUG,Prednisone
diabetes,ADE_DRUG,Glucocorticoids
Intra-articular injection,METHOD_DRUG,Short-acting glucocorticoids
IL-1 receptor antagonists,DRUG_DISEASE,Refractory acute gout
0.5～1.01.0mg/day,AMOUNT_DRUG,Colchicine
"Gastrointestinal, cardiovascular, and renal damage",ADE_DRUG,NSAIDs
≤10 mg/day,AMOUNT_DRUG,Prednisone
≤10 mg/day,AMOUNT_DRUG,Prednisolone
Job's tears,DRUG_DISEASE,HUA
Smilax glabra,DRUG_DISEASE,HUA
Smilax,DRUG_DISEASE,HUA
Dioscorea,DRUG_DISEASE,HUA
Knotweed,DRUG_DISEASE,HUA
Urate deposits in the kidneys,PATHOGENESIS_DISEASE,Chronic urate nephropathy
Kidney disease,REASON_DISEASE,Secondary HUA
Affects the excretion of uric acid,PATHOGENESIS_DISEASE,Secondary HUA
Persistent HUA sodium urate crystals deposited in the renal medullary interstitial tissue,PATHOGENESIS_DISEASE,Chronic urate nephropathy
Activation of the local renin-angiotensin-aldosterone system,PATHOGENESIS_DISEASE,Chronic urate nephropathy
Damage to endothelial cells,PATHOGENESIS_DISEASE,Chronic urate nephropathy
"Causes pathological changes such as high glomerular pressure, chronic inflammatory response, and interstitial fibrosis",PATHOGENESIS_DISEASE,Chronic urate nephropathy
Increased nocturia,SYMPTOM_DISEASE,HUA
Low specific gravity urine,SYMPTOM_DISEASE,HUA
Small molecule protein,SYMPTOM_DISEASE,HUA
Renal biopsy,TEST_DISEASE,Acute uric acid nephropathy
Advanced chronic urate nephropathy,REASON_DISEASE,Chronic renal failure
G2 and above,CLASS_DISEASE,Renal impairment
Low back pain,SYMPTOM_DISEASE,Uric acid nephrolithiasis
Low back pain,SYMPTOM_DISEASE,Urinary tract obstruction
Oliguria,SYMPTOM_DISEASE,Acute kidney injury
Oliguria,SYMPTOM_DISEASE,Urinary tract obstruction
Anuria,SYMPTOM_DISEASE,Acute kidney injury
Anuria,SYMPTOM_DISEASE,Urinary tract obstruction
Urinary tract,ANATOMY_DISEASE,Urinary tract obstruction
Urinary tract,ANATOMY_DISEASE,Urinary tract infection
Decreased solubility and supersaturation of uric acid in urine,REASON_DISEASE,Uric acid stones
hematuria,SYMPTOM_DISEASE,Uric acid nephrolithiasis
Acute obstruction,REASON_DISEASE,Acute kidney injury
fever,SYMPTOM_DISEASE,Acute kidney injury
Hydronephrosis,SYMPTOM_DISEASE,Acute kidney injury
Chronic obstruction,REASON_DISEASE,Hydronephrosis
Chronic obstruction,REASON_DISEASE,Renal parenchymal atrophy
Renal parenchyma,ANATOMY_DISEASE,Renal parenchymal atrophy
Kidney ultrasound,TEST_DISEASE,Uric acid nephrolithiasis
CT,TEST_DISEASE,Uric acid nephrolithiasis
CT value,TEST_DISEASE,Uric acid stones
Stone removal therapy,TREATMENT_DISEASE,Uric acid nephrolithiasis
Extracorporeal shock wave lithotripsy,TREATMENT_DISEASE,Uric acid nephrolithiasis
Renal pelvis,ANATOMY_DISEASE,Renal pelvic stones
Suprarenal calyx,ANATOMY_DISEASE,Upper or middle calyx stones
Renal calyx,ANATOMY_DISEASE,Upper or middle calyx stones
Lower renal calyx,ANATOMY_DISEASE,Lower calyx stones
Next,ANATOMY_DISEASE,Lower stone
Uric acid stones,REASON_DISEASE,Infect
Uric acid stones,REASON_DISEASE,Impaired renal function
Uric acid stones,REASON_DISEASE,Urinary tract obstruction
Flexible ureteroscopy,OPERATION_DISEASE,stone
G1-3,CLASS_DISEASE,Renal insufficiency
Child-Pugh classification A/B,CLASS_DISEASE,Liver damage
Chronic inflammation,REASON_DISEASE,HUA
Chronic inflammation,REASON_DISEASE,gout
Amlodipine,DRUG_DISEASE,diabetes
Amlodipine,DRUG_DISEASE,hypertension
Dihydropyridine calcium antagonists,DRUG_DISEASE,Kidney hypertrophy
Renal impairment,ADE_DRUG,NSAIDs
Increased risk of worsening heart failure and heart failure hospitalization,ADE_DRUG,NSAIDs
>3g/d,AMOUNT_DRUG,aspirin
<1～2g／d,AMOUNT_DRUG,aspirin
75-325 mg/day,AMOUNT_DRUG,aspirin
75–325 mg/day,AMOUNT_DRUG,aspirin
Alkalinize urine,TREATMENT_DISEASE,HUA
Monitoring blood uric acid levels,TREATMENT_DISEASE,HUA
Coronary CT imaging,TEST_DISEASE,HUA
Coronary angiography,TEST_DISEASE,HUA
Loop diuretics,DRUG_DISEASE,Acute decompensated heart failure
Non-thiazide diuretics,DRUG_DISEASE,Heart failure
High blood uric acid levels,SYMPTOM_DISEASE,Stroke
Middle cerebral artery,ANATOMY_DISEASE,Malignant middle cerebral artery infarction
High uric acid diet,TREATMENT_DISEASE,Mild cognitive impairment
Cognitive impairment,SYMPTOM_DISEASE,Alzheimer's disease
"Type III, IV, VII",CLASS_DISEASE,Diabetes Storage Disease
<2g/d,AMOUNT_DRUG,aspirin
>2g／d,AMOUNT_DRUG,aspirin
Joint fluid microbial culture,TEST_DISEASE,arthritis
Albuminuria,SYMPTOM_DISEASE,Diabetic nephropathy
Serum creatinine,TEST_ITEMS_DISEASE,diabetes
Serum creatinine,TEST_ITEMS_DISEASE,Diabetic nephropathy
Serum creatinine,TEST_ITEMS_DISEASE,hypertension
Serum creatinine,TEST_ITEMS_DISEASE,CKD
Serum creatinine,TEST_ITEMS_DISEASE,Cardiovascular events
Serum creatinine,TEST_ITEMS_DISEASE,ESRD
Cystatin C,TEST_ITEMS_DISEASE,CKD
Clearance determination,TEST_ITEMS_DISEASE,CKD
Bariatric metabolic surgery,OPERATION_DISEASE,diabetes
Bariatric metabolic surgery,OPERATION_DISEASE,obesity
Fasting serum C-peptide level,TEST_ITEMS_DISEASE,T2DM
transplant,OPERATION_DISEASE,ESRD
Glomerular mesangial proliferation,PATHOGENESIS_DISEASE,Glomerular lesions
Basement membrane thickening,PATHOGENESIS_DISEASE,Glomerular lesions
K-W (Kimmelstiel-Wilson) nodules,PATHOGENESIS_DISEASE,Glomerular lesions
Renal microvessels,ANATOMY_DISEASE,Tubulointerstitial and renal microvascular diseases
Renal microvessels,ANATOMY_DISEASE,Renal microvascular sclerosis
Renal interstitium,ANATOMY_DISEASE,Renal interstitial fibrosis
Tubulointerstitium,ANATOMY_DISEASE,Tubulointerstitial and renal microvascular diseases
Urine albumin excretion rate (UAE/AER),TEST_ITEMS_DISEASE,Diabetic nephropathy
Transforming Growth Factor Beta 1 (TGF-β1),TEST_ITEMS_DISEASE,Diabetic nephropathy
Immunoglobulin G (IgG),TEST_ITEMS_DISEASE,Diabetic nephropathy
Transferrin (TRF),TEST_ITEMS_DISEASE,Diabetic nephropathy
Extracellular Matrix (ECM),TEST_ITEMS_DISEASE,Diabetic nephropathy
Kidney injury molecule 1 (Kim-1),TEST_ITEMS_DISEASE,Diabetic nephropathy
Neutrophil gelatinase,TEST_ITEMS_DISEASE,Diabetic nephropathy
NGAL,TEST_ITEMS_DISEASE,Diabetic nephropathy
Serum Protein,TEST_ITEMS_DISEASE,Diabetic nephropathy
Serum creatinine,TEST_ITEMS_DISEASE,Hemolysis
Cystatin C (CysC),TEST_ITEMS_DISEASE,Type 2 diabetic nephropathy
CxC,TEST_ITEMS_DISEASE,CKD
CxC,TEST_ITEMS_DISEASE,ESRD
UAE/AER,TEST_ITEMS_DISEASE,diabetes
UAE/AER,TEST_ITEMS_DISEASE,Type 1 diabetes
Stubbornness,CLASS_DISEASE,Resistant hypertension
2~3 months,DURATION_DRUG,Angiotensin-converting enzyme inhibitors (ACEIs)
2~3 months,DURATION_DRUG,Angiotensin II receptor blockers (ARBs)
Glomerulosclerosis,PATHOGENESIS_DISEASE,Glomerular lesions
Focal tubular atrophy,PATHOGENESIS_DISEASE,Glomerular lesions
Interstitial fibrosis,PATHOGENESIS_DISEASE,Glomerular lesions
Renal puncture,TEST_DISEASE,Diabetic nephropathy
Renal puncture,TEST_DISEASE,Kidney disease
Renal tissue light microscopy,TEST_DISEASE,Glomerular damage
Renal tissue light microscopy,TEST_DISEASE,Renal tubular/renal vascular damage
Electron microscopy and immunofluorescence staining,TEST_DISEASE,Glomerular damage
Electron microscopy and immunofluorescence staining,TEST_DISEASE,Renal tubular/renal vascular damage
Renal blood vessels,ANATOMY_DISEASE,Renal tubular/renal vascular damage
Renal blood vessels,ANATOMY_DISEASE,Renal vascular injury
Level I,CLASS_DISEASE,Glomerular damage
Grade IIb,CLASS_DISEASE,Glomerular damage
Grade III,CLASS_DISEASE,Glomerular damage
Level IV,CLASS_DISEASE,Glomerular damage
GBM thickening,PATHOGENESIS_DISEASE,Glomerular damage
Mild mesangial hyperplasia,PATHOGENESIS_DISEASE,Glomerular damage
Severe mesangial proliferation,PATHOGENESIS_DISEASE,Glomerular damage
More than one tuberous sclerosis (K-W nodule),PATHOGENESIS_DISEASE,Glomerular damage
Advanced diabetic glomerulosclerosis,PATHOGENESIS_DISEASE,Glomerular damage
Vascular hyalinosis,PATHOGENESIS_DISEASE,Renal vascular injury
Large vessel sclerosis,PATHOGENESIS_DISEASE,Renal vascular injury
Impaired glucose tolerance,PATHOGENESIS_DISEASE,diabetes
Renal replacement therapy,TREATMENT_DISEASE,Renal insufficiency
Dialysis treatment,TREATMENT_DISEASE,Diabetic nephropathy
Stop drinking,TREATMENT_DISEASE,Diabetic nephropathy
Lifestyle intervention,TREATMENT_DISEASE,Diabetic nephropathy
High protein intake,TREATMENT_DISEASE,diabetes
High protein intake,TREATMENT_DISEASE,Albuminuria
High protein intake,TREATMENT_DISEASE,hypertension
High protein intake,TREATMENT_DISEASE,Kidney damage
Mild,CLASS_DISEASE,Kidney damage
Low-protein diet therapy,TREATMENT_DISEASE,Proteinuria
Endogenous creatinine clearance (Ccr),TEST_ITEMS_DISEASE,Proteinuria
ARB/ACEI drugs,DRUG_DISEASE,diabetes
Limit sodium intake,TREATMENT_DISEASE,Cardiovascular disease
Limit sodium intake,TREATMENT_DISEASE,Kidney disease
Long-term regular exercise,TREATMENT_DISEASE,Diabetic nephropathy
Insufficient insulin levels,PATHOGENESIS_DISEASE,Ketosis
Inappropriate exercise,REASON_DISEASE,Hypoglycemia
Inappropriate exercise,REASON_DISEASE,Ketosis
Do aerobic exercise or resistance exercise 2 to 3 times a week,TREATMENT_DISEASE,Diabetic nephropathy
Do aerobic exercise or resistance exercise 2 to 3 times a week,TREATMENT_DISEASE,ESRD
Quit or reduce smoking,TREATMENT_DISEASE,diabetes
Fructosamine,TEST_ITEMS_DISEASE,CKD stage 4-5
Glycated serum albumin,TEST_ITEMS_DISEASE,CKD stage 4-5
Phase 3~4,CLASS_DISEASE,CKD stage 3-4
1 mg per day,AMOUNT_DRUG,Glimepiride
7d,DURATION_DRUG,Repaglinide
Phase 3 and 4,CLASS_DISEASE,CKD stage 3 and 4
Kidney transplant,OPERATION_DISEASE,Diabetic nephropathy
Kidney transplant,OPERATION_DISEASE,CKD stage 3 and 4
Ccr,TEST_ITEMS_DISEASE,diabetes
Ccr,TEST_ITEMS_DISEASE,Renal insufficiency
60 mg before meals,AMOUNT_DRUG,Nateglinide
Severe,CLASS_DISEASE,Renal impairment
Severe,CLASS_DISEASE,Severe heart failure
Renal,CLASS_DISEASE,Renal osteodystrophy
Severe pancreatic disease,REASON_DISEASE,diabetes
Insulin excretion is reduced in patients with impaired renal function,PATHOGENESIS_DISEASE,CKD stage 3
Potassium level,TEST_ITEMS_DISEASE,diabetes
Potassium level,TEST_ITEMS_DISEASE,Diabetic nephropathy
Potassium level,TEST_ITEMS_DISEASE,hypertension
Thiazides,DRUG_DISEASE,Diabetic nephropathy
Thiazides,DRUG_DISEASE,hypertension
Loop diuretics,DRUG_DISEASE,Diabetic nephropathy
Loop diuretics,DRUG_DISEASE,hypertension
Trandolapril,DRUG_DISEASE,hypertension
Trandolapril,DRUG_DISEASE,Type 2 DM
Candesartan,DRUG_DISEASE,diabetes
Renal artery,ANATOMY_DISEASE,Renal artery stenosis
Perindopril,DRUG_DISEASE,diabetes
Perindopril,DRUG_DISEASE,Decreased kidney function
Captopril,DRUG_DISEASE,Severe renal impairment
Benazepril,DRUG_DISEASE,diabetes
Benazepril,DRUG_DISEASE,Renal insufficiency
Ramipril,DRUG_DISEASE,Renal insufficiency
Fosinopril,DRUG_DISEASE,Renal insufficiency
Lisinopril,DRUG_DISEASE,Renal insufficiency
Irbesartan,DRUG_DISEASE,Renal insufficiency
Non-dihydropyridine calcium antagonists,DRUG_DISEASE,Proteinuria
Diltiazem?,DRUG_DISEASE,Proteinuria
Bai Xintong,DRUG_DISEASE,hypertension
Nifedipine,DRUG_DISEASE,hypertension
Long-acting calcium channel blockers,DRUG_DISEASE,Coronary heart disease
Long-acting calcium channel blockers,DRUG_DISEASE,Renal insufficiency
Long-acting calcium channel blockers,DRUG_DISEASE,Impaired renal function
Long-acting calcium channel blockers,DRUG_DISEASE,Renal artery stenosis
Dihydropyridines,DRUG_DISEASE,diabetes
Non-dihydropyridine CCBs,DRUG_DISEASE,Diabetic nephropathy
Hydrochlorothiazide,DRUG_DISEASE,diabetes
